,Park_Name,Death Total,activities,deaths
404,Stones River National Battlefield,0,"['Arts and Culture', 'Cultural Demonstrations', 'Theater', 'Biking', 'Road Biking', 'Fishing', 'Food', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Self-Guided Tours - Auto', 'Hands-On', 'Arts and Crafts', 'Hiking', 'Living History', 'Historic Weapons Demonstration', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",0
405,Sunset Crater Volcano National Monument,0,"['Astronomy', 'Stargazing', 'Guided Tours', 'Self-Guided Tours - Walking', 'Junior Ranger Program', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",0
406,Tallgrass Prairie National Preserve,0,"['Arts and Culture', 'Cultural Demonstrations', 'Astronomy', 'Stargazing', 'Fishing', 'Freshwater Fishing', 'Food', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Bus/Shuttle Guided Tour', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Living History', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Shopping', 'Bookstore and Park Store']",0
407,Thaddeus Kosciuszko National Memorial,0,"['Guided Tours', 'Self-Guided Tours - Walking', 'Junior Ranger Program']",0
408,Theodore Roosevelt Birthplace National Historic Site,0,"['Guided Tours', 'Junior Ranger Program', 'Park Film', 'Museum Exhibits', 'Shopping', 'Gift Shop and Souvenirs']",0
409,Theodore Roosevelt Inaugural National Historic Site,0,"['Arts and Culture', 'Food', 'Guided Tours', 'Self-Guided Tours - Walking', 'Hands-On', 'Living History', 'First Person Interpretation', 'Junior Ranger Program', 'Park Film', 'Museum Exhibits']",0
410,Theodore Roosevelt Island,0,"['Guided Tours', 'Self-Guided Tours - Walking', 'Hiking', 'Paddling', 'Canoeing', 'Kayaking', 'Wildlife Watching', 'Birdwatching']",0
411,Theodore Roosevelt National Park,0,"['Auto and ATV', 'Scenic Driving', 'Astronomy', 'Stargazing', 'Biking', 'Road Biking', 'Camping', 'Backcountry Camping', 'Car or Front Country Camping', 'Horse Camping (see also Horse/Stock Use)', 'Group Camping', 'Food', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Off-Trail Permitted Hiking', 'Horse Trekking', 'Horse Camping (see also camping)', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",0
412,Thomas Cole National Historic Site,0,"['Arts and Culture', 'Guided Tours', 'Self-Guided Tours - Walking', 'Wildlife Watching', 'Birdwatching', 'Museum Exhibits']",0
413,Thomas Edison National Historical Park,0,"['Guided Tours', 'Self-Guided Tours - Walking', 'Junior Ranger Program']",0
414,Thomas Jefferson Memorial,0,"['Guided Tours', 'Self-Guided Tours - Walking', 'Junior Ranger Program']",0
415,Thomas Stone National Historic Site,0,"['Arts and Culture', 'Hiking', 'Wildlife Watching', 'Shopping', 'Bookstore and Park Store']",0
416,Timpanogos Cave National Monument,0,"['Caving', 'Guided Tours', 'Hiking', 'Junior Ranger Program']",0
417,Timucuan Ecological & Historic Preserve,0,"['Auto and ATV', 'Scenic Driving', 'Biking', 'Boating', 'Motorized Boating', 'Fishing', 'Food', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Self-Guided Tours - Auto', 'Hiking', 'Living History', 'Historic Weapons Demonstration', 'Paddling', 'Canoeing', 'Kayaking', 'Stand Up Paddleboarding', 'Junior Ranger Program', 'Swimming', 'Saltwater Swimming', 'Wildlife Watching', 'Birdwatching', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",0
418,Tonto National Monument,0,"['Biking', 'Road Biking', 'Food', 'Picnicking', 'Guided Tours', 'Hiking', 'Front-Country Hiking', 'Junior Ranger Program', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",0
419,Touro Synagogue National Historic Site,0,"['Arts and Culture', 'Cultural Demonstrations', 'Guided Tours']",0
420,Trail Of Tears National Historic Trail,0,"['Arts and Culture', 'Craft Demonstrations', 'Auto and ATV', 'Scenic Driving', 'Guided Tours', 'Self-Guided Tours - Auto', 'Museum Exhibits']",0
421,Tule Lake National Monument,0,"['Guided Tours', 'Museum Exhibits']",0
422,Tule Springs Fossil Beds National Monument,0,"['Astronomy', 'Stargazing', 'Biking', 'Mountain Biking', 'Road Biking', 'Food', 'Picnicking', 'Hiking', 'Front-Country Hiking', 'Horse Trekking', 'Horseback Riding', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching']",0
423,Tumacácori National Historical Park,0,"['Arts and Culture', 'Craft Demonstrations', 'Cultural Demonstrations', 'Live Music', 'Astronomy', 'Compass and GPS', 'Geocaching', 'Food', 'Dining', 'Guided Tours', 'Self-Guided Tours - Walking', 'Hiking', 'Front-Country Hiking', 'Living History', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",0
424,Tupelo National Battlefield,0,"['Guided Tours', 'Self-Guided Tours - Walking']",0
425,Tuskegee Airmen National Historic Site,0,"['Guided Tours', 'Self-Guided Tours - Walking', 'Park Film', 'Museum Exhibits']",0
426,Tuskegee Institute National Historic Site,0,"['Guided Tours', 'Junior Ranger Program', 'Museum Exhibits']",0
427,Tuzigoot National Monument,0,"['Guided Tours', 'Self-Guided Tours - Walking', 'Hiking', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",0
428,Ulysses S Grant National Historic Site,0,"['Biking', 'Compass and GPS', 'Geocaching', 'Guided Tours', 'Self-Guided Tours - Walking', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",0
429,Upper Delaware Scenic & Recreational River,21,"['Boating', 'Fishing', 'Paddling', 'Junior Ranger Program', 'Museum Exhibits']",1
430,Valles Caldera National Preserve,0,"['Auto and ATV', 'Scenic Driving', 'Astronomy', 'Stargazing', 'Biking', 'Mountain Biking', 'Road Biking', 'Fishing', 'Freshwater Fishing', 'Fly Fishing', 'Food', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Self-Guided Tours - Auto', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Off-Trail Permitted Hiking', 'Horse Trekking', 'Horseback Riding', 'Hunting and Gathering', 'Hunting', 'Junior Ranger Program', 'Skiing', 'Cross-Country Skiing', 'Snowshoeing', 'Wildlife Watching', 'Birdwatching', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']",0
431,Valley Forge National Historical Park,0,"['Auto and ATV', 'Scenic Driving', 'Biking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Self-Guided Tours - Auto', 'Hiking', 'Horse Trekking', 'Living History', 'Historic Weapons Demonstration', 'First Person Interpretation', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",0
432,Vanderbilt Mansion National Historic Site,0,"['Arts and Culture', 'Compass and GPS', 'Geocaching', 'Guided Tours', 'Hands-On', 'Citizen Science', 'Hiking', 'Junior Ranger Program', 'Shopping', 'Bookstore and Park Store']",0
433,Vicksburg National Military Park,0,"['Auto and ATV', 'Scenic Driving', 'Biking', 'Road Biking', 'Food', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Auto', 'Hiking', 'Front-Country Hiking', 'Living History', 'Historic Weapons Demonstration', 'Junior Ranger Program', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",0
434,Vietnam Veterans Memorial,0,"['Guided Tours', 'Self-Guided Tours - Walking', 'Junior Ranger Program']",0
435,Virgin Islands Coral Reef National Monument,0,"['Boating', 'Motorized Boating', 'Sailing', 'Fishing', 'Fly Fishing', 'Saltwater Fishing', 'Paddling', 'Kayaking', 'Stand Up Paddleboarding', 'SCUBA Diving', 'Snorkeling', 'Swimming', 'Saltwater Swimming', 'Wildlife Watching', 'Birdwatching']",0
436,Virgin Islands National Park,20,"['Arts and Culture', 'Craft Demonstrations', 'Cultural Demonstrations', 'Astronomy', 'Stargazing', 'Boating', 'Motorized Boating', 'Sailing', 'Camping', 'Car or Front Country Camping', 'Fishing', 'Fly Fishing', 'Saltwater Fishing', 'Food', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Paddling', 'Kayaking', 'Stand Up Paddleboarding', 'SCUBA Diving', 'Snorkeling', 'Swimming', 'Saltwater Swimming', 'Wildlife Watching', 'Birdwatching', 'Shopping', 'Bookstore and Park Store']",1
437,Voyageurs National Park,0,"['Arts and Culture', 'Cultural Demonstrations', 'Astronomy', 'Stargazing', 'Biking', 'Boating', 'Motorized Boating', 'Sailing', 'Boat Tour', 'Camping', 'Backcountry Camping', 'Canoe or Kayak Camping', 'Group Camping', 'RV Camping', 'Fishing', 'Freshwater Fishing', 'Food', 'Dining', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Boat Tour', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Living History', 'Reenactments', 'Paddling', 'Canoeing', 'Canoe or Kayak Camping', 'Kayaking', 'Junior Ranger Program', 'Tubing', 'Snow Tubing', 'Skiing', 'Cross-Country Skiing', 'Snowmobiling', 'Snowshoeing', 'Swimming', 'Freshwater Swimming', 'Water Skiing', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']",0
438,Waco Mammoth National Monument,0,"['Guided Tours', 'Hands-On']",0
439,Walnut Canyon National Monument,0,"['Guided Tours', 'Self-Guided Tours - Walking', 'Junior Ranger Program', 'Park Film', 'Shopping', 'Bookstore and Park Store']",0
440,War In The Pacific National Historical Park,0,"['Astronomy', 'Snorkeling', 'Museum Exhibits']",0
441,Washington Monument,0,"['Guided Tours', 'Self-Guided Tours - Walking', 'Junior Ranger Program', 'Shopping', 'Bookstore and Park Store']",0
442,Washington-Rochambeau Revolutionary Route National Historic Trail,0,[],0
443,Washita Battlefield National Historic Site,0,"['Arts and Culture', 'Guided Tours', 'Self-Guided Tours - Walking', 'Hands-On', 'Citizen Science', 'Hiking', 'Front-Country Hiking', 'Living History', 'Reenactments', 'Junior Ranger Program', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",0
444,Weir Farm National Historical Park,0,"['Arts and Culture', 'Guided Tours', 'Self-Guided Tours - Walking', 'Hands-On', 'Hiking', 'Front-Country Hiking', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",0
445,Whiskeytown National Recreation Area,0,"['Astronomy', 'Stargazing', 'Biking', 'Mountain Biking', 'Road Biking', 'Boating', 'Motorized Boating', 'Sailing', 'Camping', 'Backcountry Camping', 'Car or Front Country Camping', 'Horse Camping (see also Horse/Stock Use)', 'Group Camping', 'RV Camping', 'Fishing', 'Freshwater Fishing', 'Fly Fishing', 'Food', 'Picnicking', 'Guided Tours', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Horse Trekking', 'Horse Camping (see also camping)', 'Horseback Riding', 'Hunting and Gathering', 'Hunting', 'Living History', 'First Person Interpretation', 'Paddling', 'Canoeing', 'Kayaking', 'Stand Up Paddleboarding', 'Junior Ranger Program', 'SCUBA Diving', 'Swimming', 'Freshwater Swimming', 'Water Skiing', 'Wildlife Watching', 'Birdwatching', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",0
446,White Sands National Park,0,"['Auto and ATV', 'Scenic Driving', 'Biking', 'Road Biking', 'Camping', 'Backcountry Camping', 'Food', 'Picnicking', 'Guided Tours', 'Hiking', 'Junior Ranger Program']",0
447,Whitman Mission National Historic Site,0,"['Arts and Culture', 'Cultural Demonstrations', 'Food', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Hiking', 'Front-Country Hiking', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",0
448,William Howard Taft National Historic Site,0,"['Food', 'Dining', 'Guided Tours', 'Junior Ranger Program', 'Park Film', 'Shopping', 'Bookstore and Park Store']",0
449,Wilson's Creek National Battlefield,0,"['Arts and Culture', 'Cultural Demonstrations', 'Live Music', 'Auto and ATV', 'Scenic Driving', 'Biking', 'Food', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Self-Guided Tours - Auto', 'Hiking', 'Front-Country Hiking', 'Horse Trekking', 'Horseback Riding', 'Living History', 'Historic Weapons Demonstration', 'First Person Interpretation', 'Junior Ranger Program', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']",0
450,Wind Cave National Park,0,"['Auto and ATV', 'Scenic Driving', 'Biking', 'Road Biking', 'Camping', 'Backcountry Camping', 'Car or Front Country Camping', 'Group Camping', 'RV Camping', 'Caving', 'Food', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Auto', 'Hiking', 'Horse Trekking', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",0
451,Wing Luke Museum Affiliated Area,0,"['Guided Tours', 'Self-Guided Tours - Walking', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']",0
452,Wolf Trap National Park for the Performing Arts,0,"['Arts and Culture', 'Live Music', 'Theater', 'Food', 'Picnicking', 'Guided Tours', 'Hiking', 'Junior Ranger Program']",0
453,Women's Rights National Historical Park,0,"['Guided Tours', 'Junior Ranger Program', 'Park Film', 'Museum Exhibits']",0
454,World War I Memorial,0,"['Guided Tours', 'Self-Guided Tours - Walking']",0
455,World War II Memorial,0,"['Guided Tours', 'Self-Guided Tours - Walking', 'Junior Ranger Program']",0
456,Wrangell - St Elias National Park & Preserve,0,"['Arts and Culture', 'Auto and ATV', 'ATV Off-Roading', 'Auto Off-Roading', 'Scenic Driving', 'Biking', 'Mountain Biking', 'Boating', 'Camping', 'Backcountry Camping', 'Canoe or Kayak Camping', 'Car or Front Country Camping', 'Group Camping', 'RV Camping', 'Canyoneering', 'Climbing', 'Mountain Climbing', 'Fishing', 'Freshwater Fishing', 'Fly Fishing', 'Saltwater Fishing', 'Food', 'Dining', 'Picnicking', 'Flying', 'Fixed Wing Flying', 'Guided Tours', 'Self-Guided Tours - Walking', 'Self-Guided Tours - Auto', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Hunting and Gathering', 'Gathering and Foraging', 'Hunting', 'Paddling', 'Whitewater Rafting', 'Junior Ranger Program', 'Snowmobiling', 'Snowshoeing', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",0
457,Wright Brothers National Memorial,0,"['Flying', 'Junior Ranger Program', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",0
458,Wupatki National Monument,0,"['Auto and ATV', 'Scenic Driving', 'Biking', 'Road Biking', 'Food', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Hands-On', 'Citizen Science', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",0
459,Yellowstone National Park,51,"['Arts and Culture', 'Auto and ATV', 'Scenic Driving', 'Astronomy', 'Biking', 'Mountain Biking', 'Road Biking', 'Boating', 'Boat Tour', 'Camping', 'Backcountry Camping', 'Canoe or Kayak Camping', 'Car or Front Country Camping', 'Horse Camping (see also Horse/Stock Use)', 'Group Camping', 'RV Camping', 'Fishing', 'Freshwater Fishing', 'Fly Fishing', 'Food', 'Dining', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Self-Guided Tours - Auto', 'Bus/Shuttle Guided Tour', 'Boat Tour', 'Hands-On', 'Arts and Crafts', 'Volunteer Vacation', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Horse Trekking', 'Horseback Riding', 'Paddling', 'Canoeing', 'Canoe or Kayak Camping', 'Kayaking', 'Junior Ranger Program', 'Skiing', 'Cross-Country Skiing', 'Snow Play', 'Snowmobiling', 'Snowshoeing', 'Swimming', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']",1
460,Yorktown Battlefield Part of Colonial National Historical Park,0,"['Biking', 'Road Biking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Self-Guided Tours - Auto', 'Hiking', 'Front-Country Hiking', 'Horse Trekking', 'Horseback Riding', 'Living History', 'Reenactments', 'Historic Weapons Demonstration', 'First Person Interpretation', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']",0
461,Yosemite National Park,133,"['Arts and Culture', 'Auto and ATV', 'Scenic Driving', 'Astronomy', 'Biking', 'Boating', 'Camping', 'Backcountry Camping', 'Climbing', 'Fishing', 'Food', 'Guided Tours', 'Hands-On', 'Hiking', 'Backcountry Hiking', 'Horse Trekking', 'Horseback Riding', 'Ice Skating', 'Living History', 'Paddling', 'Junior Ranger Program', 'Tubing', 'Snow Tubing', 'Skiing', 'Snow Play', 'Snowshoeing', 'Swimming', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",1
462,Yucca House National Monument,0,"['Guided Tours', 'Self-Guided Tours - Walking']",0
463,Yukon - Charley Rivers National Preserve,0,"['Boating', 'Motorized Boating', 'Camping', 'Backcountry Camping', 'Canoe or Kayak Camping', 'Dog Sledding', 'Fishing', 'Hiking', 'Backcountry Hiking', 'Hunting and Gathering', 'Hunting', 'Paddling', 'Canoeing', 'Kayaking', 'Whitewater Rafting', 'Skiing', 'Cross-Country Skiing', 'Snowmobiling', 'Wildlife Watching', 'Birdwatching']",0
464,Zion National Park,43,"['Arts and Culture', 'Astronomy', 'Stargazing', 'Biking', 'Road Biking', 'Camping', 'Backcountry Camping', 'Car or Front Country Camping', 'Horse Camping (see also Horse/Stock Use)', 'Canyoneering', 'Climbing', 'Rock Climbing', 'Guided Tours', 'Hiking', 'Front-Country Hiking', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",1
